"1001745.3"	"STREPTOCOCCUS PNEUMONIAE 07AR0125"	"STREPTOCOCCUS PNEUMONIAE 07AR0125"	1001745	"WGS"	"07AR0125"	"SEROTYPE 6C"			"MLST.STREPTOCOCCUS_PNEUMONIAE.1292"				"2011-04-11T00:00:00Z"	"21551297"	"PRJNA64979"	"SAMN02472135"	"GCA_000203715.2"		"AFBY00000000"	"-"	"YALE UNIVERSITY"	"ASSEMBLY"	"SOLEXA PAIRED-END SEQUENCING"	">30X"	"VELVET V. 0.7"			346	2024028	39.6	2008			"BLOOD SAMPLE FROM A PATIENT WITH MENINGITIS."	"BLOOD SAMPLE FROM A PATIENT WITH MENINGITIS."		"UNITED STATES"	"USA: MASSACHUSETTS"						"HUMAN, HOMO SAPIENS"														"-"			"HOST"	"MENINGITIS"	"PROJECT DESCRIPTION NOT PROVIDED."		98.6	97.9	96.4	0.3		"GOOD"	"2014-12-08T22:13:32.681Z"	"2015-03-16T03:17:09.594Z"
"1639.3060"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049247"		1639	"WGS"	"CFSAN049247"	"1/2A"			"MLST.LISTERIA_MONOCYTOGENES.8"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958350"	"GCA_002444235.1"		"NYHP01000000"		"FDA"		"ILLUMINA MISEQ"	"209X"	"CLC NGS CELL V. VERSION 10"			21	3039534	37.81	3120	3079		"BLOOD"		2015	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.7	100			"GOOD"	"2017-11-23T02:56:58.433Z"	"2017-11-23T02:56:58.433Z"	
"1639.3061"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049246"		1639	"WGS"	"CFSAN049246"	"1/2A"			"MLST.LISTERIA_MONOCYTOGENES.325"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958349"	"GCA_002444245.1"		"NYHQ01000000"		"FDA"		"ILLUMINA MISEQ"	"402X"	"CLC NGS CELL V. VERSION 10"			40	3067022	37.76	3212	3137		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.6	100			"GOOD"	"2017-11-23T02:56:49.124Z"	"2017-11-23T02:56:49.124Z"	
"1639.3063"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049244"		1639	"WGS"	"CFSAN049244"				"MLST.LISTERIA_MONOCYTOGENES.155"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958347"	"GCA_002444295.1"		"NYHS01000000"		"FDA"		"ILLUMINA MISEQ"	"536X"	"CLC NGS CELL V. VERSION 10"			18	3003301	37.91	3050	3020		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.7	100			"GOOD"	"2017-11-23T02:58:22.473Z"	"2017-11-23T02:58:22.473Z"	
"1639.3064"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049242"		1639	"WGS"	"CFSAN049242"				"MLST.LISTERIA_MONOCYTOGENES.54"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958345"	"GCA_002444305.1"		"NYHU01000000"		"FDA"		"ILLUMINA MISEQ"	"265X"	"CLC NGS CELL V. VERSION 10"			23	2981614	37.82	3043	3005		"BLOOD"		2012	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.4	100			"GOOD"	"2017-11-23T02:58:41.092Z"	"2017-11-23T02:58:41.092Z"	
"1639.3066"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049240"		1639	"WGS"	"CFSAN049240"				"MLST.LISTERIA_MONOCYTOGENES.1"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958343"	"GCA_002444355.1"		"NYHW01000000"		"FDA"		"ILLUMINA MISEQ"	"375X"	"CLC NGS CELL V. VERSION 10"			20	2872066	37.92	2881	2849		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.4	100			"GOOD"	"2017-11-23T02:56:41.995Z"	"2017-11-23T02:56:41.995Z"	
"1639.3067"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049232"		1639	"WGS"	"CFSAN049232"								"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958335"	"GCA_002444365.1"		"NYIE01000000"		"FDA"		"ILLUMINA MISEQ"	"217X"	"CLC NGS CELL V. VERSION 10"			22	2996806	37.89	3057	3018		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.7	100			"GOOD"	"2017-11-23T03:06:34.270Z"	"2017-11-23T03:06:34.270Z"	
"1639.3069"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049239"		1639	"WGS"	"CFSAN049239"				"MLST.LISTERIA_MONOCYTOGENES.2"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958342"	"GCA_002444385.1"		"NYHX01000000"		"FDA"		"ILLUMINA MISEQ"	"431X"	"CLC NGS CELL V. VERSION 10"			39	3007997	37.82	3104	3061		"BLOOD"		2013	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.4	100			"GOOD"	"2017-11-23T03:07:01.321Z"	"2017-11-23T03:07:01.321Z"	
"1639.3070"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049230"		1639	"WGS"	"CFSAN049230"	"1/2A"			"MLST.LISTERIA_MONOCYTOGENES.7"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958333"	"GCA_002444435.1"		"NYIG01000000"		"FDA"		"ILLUMINA MISEQ"	"240X"	"CLC NGS CELL V. VERSION 10"			24	2950652	37.83	3022	2985		"BLOOD"		2002	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.7	100			"GOOD"	"2017-11-23T02:58:53.464Z"	"2017-11-23T02:58:53.464Z"	
"1639.3073"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049320"		1639	"WGS"	"CFSAN049320"	"1/2A"			"MLST.LISTERIA_MONOCYTOGENES.38"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958428"	"GCA_002444475.1"		"NYEU01000000"		"FDA"		"ILLUMINA MISEQ"	"197X"	"CLC NGS CELL V. VERSION 10"			34	3048500	37.81	3148	3105		"BLOOD"		2015	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.7	100			"GOOD"	"2017-11-23T02:59:33.058Z"	"2017-11-23T02:59:33.058Z"	
"1639.3074"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049315"		1639	"WGS"	"CFSAN049315"	"1/2A"			"MLST.LISTERIA_MONOCYTOGENES.398"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958423"	"GCA_002444525.1"		"NYEZ01000000"		"FDA"		"ILLUMINA MISEQ"	"131X"	"CLC NGS CELL V. VERSION 10"			16	2829557	37.89	2838	2817		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:DEPARTMENT OF HEALTH SCIENCES, UNIMI"	100	99.7	100			"GOOD"	"2017-11-23T02:56:56.008Z"	"2017-11-23T02:56:56.008Z"	
"1639.3080"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049289"		1639	"WGS"	"CFSAN049289"	"1/2A"							"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958397"	"GCA_002444615.1"		"NYFZ01000000"		"FDA"		"ILLUMINA MISEQ"	"176X"	"CLC NGS CELL V. VERSION 10"			26	2924707	37.84	2995	2966		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:DEPARTMENT OF HEALTH SCIENCES, UNIMI"	100	99.7	100			"GOOD"	"2017-11-23T02:57:31.923Z"	"2017-11-23T02:57:31.923Z"	
"1639.3081"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049300"		1639	"WGS"	"CFSAN049300"	"4B"			"MLST.LISTERIA_MONOCYTOGENES.2"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958408"	"GCA_002444655.1"		"NYFO01000000"		"FDA"		"ILLUMINA MISEQ"	"115X"	"CLC NGS CELL V. VERSION 10"			28	2997077	37.8	3062	3016		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:DEPARTMENT OF HEALTH SCIENCES, UNIMI"	99.9	99.4	100			"GOOD"	"2017-11-23T02:57:51.244Z"	"2017-11-23T02:57:51.244Z"	
"1639.3082"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049287"		1639	"WGS"	"CFSAN049287"	"1/2B"							"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958395"	"GCA_002444675.1"		"NYGB01000000"		"FDA"		"ILLUMINA MISEQ"	"161X"	"CLC NGS CELL V. VERSION 10"			30	3064068	37.94	3107	3073		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:DEPARTMENT OF HEALTH SCIENCES, UNIMI"	99.9	99.3	100			"GOOD"	"2017-11-23T02:57:56.261Z"	"2017-11-23T02:57:56.261Z"	
"1639.3085"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049271"		1639	"WGS"	"CFSAN049271"	"1/2A"			"MLST.LISTERIA_MONOCYTOGENES.36"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958379"	"GCA_002444735.1"		"NYGR01000000"		"FDA"		"ILLUMINA MISEQ"	"75X"	"CLC NGS CELL V. VERSION 10"			17	2858024	37.93	2853	2830		"BLOOD"		2013	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:DEPARTMENT OF HEALTH SCIENCES, UNIMI"	100	99.6	100			"GOOD"	"2017-11-23T02:57:53.738Z"	"2017-11-23T02:57:53.738Z"	
"1639.3086"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049269"		1639	"WGS"	"CFSAN049269"	"1/2A"							"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958377"	"GCA_002444795.1"		"NYGT01000000"		"FDA"		"ILLUMINA MISEQ"	"622X"	"CLC NGS CELL V. VERSION 10"			16	3011276	37.9	3056	3028		"BLOOD"		2013	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:DEPARTMENT OF HEALTH SCIENCES, UNIMI"	100	99.7	100			"GOOD"	"2017-11-23T02:58:02.083Z"	"2017-11-23T02:58:02.083Z"	
"1639.3087"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049259"		1639	"WGS"	"CFSAN049259"				"MLST.LISTERIA_MONOCYTOGENES.6"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958362"	"GCA_002444835.1"		"NYHD01000000"		"FDA"		"ILLUMINA MISEQ"	"284X"	"CLC NGS CELL V. VERSION 10"			21	2917760	37.88	2964	2928		"BLOOD"		2015	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.5	100			"GOOD"	"2017-11-23T02:58:07.237Z"	"2017-11-23T02:58:07.237Z"	
"1639.3088"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049267"		1639	"WGS"	"CFSAN049267"								"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958370"	"GCA_002444815.1"		"NYGV01000000"		"FDA"		"ILLUMINA MISEQ"	"271X"	"CLC NGS CELL V. VERSION 10"			42	3043425	37.74	3166	3124		"BLOOD"		2015	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.6	100			"GOOD"	"2017-11-23T02:58:10.059Z"	"2017-11-23T02:58:10.059Z"	
"1639.3089"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049260"		1639	"WGS"	"CFSAN049260"	"4E"			"MLST.LISTERIA_MONOCYTOGENES.5"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958363"	"GCA_002444895.1"		"NYHC01000000"		"FDA"		"ILLUMINA MISEQ"	"351X"	"CLC NGS CELL V. VERSION 10"			28	2959954	37.85	3007	2964		"BLOOD"		2015	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.4	100			"GOOD"	"2017-11-23T02:58:20.201Z"	"2017-11-23T02:58:20.201Z"	
"1639.3090"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049264"		1639	"WGS"	"CFSAN049264"				"MLST.LISTERIA_MONOCYTOGENES.1"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958367"	"GCA_002444855.1"		"NYGY01000000"		"FDA"		"ILLUMINA MISEQ"	"174X"	"CLC NGS CELL V. VERSION 10"			27	2870591	37.91	2889	2861		"BLOOD"		2016	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.4	100			"GOOD"	"2017-11-23T02:59:50.991Z"	"2017-11-23T02:59:50.991Z"	
"1639.3092"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049243"		1639	"WGS"	"CFSAN049243"	"4B"			"MLST.LISTERIA_MONOCYTOGENES.1"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958346"	"GCA_002444915.1"		"NYHT01000000"		"FDA"		"ILLUMINA MISEQ"	"291X"	"CLC NGS CELL V. VERSION 10"			25	2985849	37.81	3063	3013		"BLOOD"		2013	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.4	100			"GOOD"	"2017-11-23T02:58:12.433Z"	"2017-11-23T02:58:12.433Z"	
"1639.3093"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049257"		1639	"WGS"	"CFSAN049257"	"1/2B"			"MLST.LISTERIA_MONOCYTOGENES.325"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958360"	"GCA_002444935.1"		"NYHF01000000"		"FDA"		"ILLUMINA MISEQ"	"275X"	"CLC NGS CELL V. VERSION 10"			59	3091118	37.75	3265	3179		"BLOOD"		2015	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.6	100			"GOOD"	"2017-11-23T02:58:25.030Z"	"2017-11-23T02:58:25.030Z"	
"1639.3094"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049254"		1639	"WGS"	"CFSAN049254"				"MLST.LISTERIA_MONOCYTOGENES.224"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958357"	"GCA_002444945.1"		"NYHI01000000"		"FDA"		"ILLUMINA MISEQ"	"218X"	"CLC NGS CELL V. VERSION 10"			28	2917237	37.87	2936	2904		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.3	100			"GOOD"	"2017-11-23T02:59:55.957Z"	"2017-11-23T02:59:55.957Z"	
"1639.3095"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049250"		1639	"WGS"	"CFSAN049250"				"MLST.LISTERIA_MONOCYTOGENES.6"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958353"	"GCA_002444975.1"		"NYHM01000000"		"FDA"		"ILLUMINA MISEQ"	"293X"	"CLC NGS CELL V. VERSION 10"			21	2872499	37.9	2893	2854		"BLOOD"		2015	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.5	100			"GOOD"	"2017-11-23T02:59:58.232Z"	"2017-11-23T02:59:58.232Z"	
"1639.3096"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049286"		1639	"WGS"	"CFSAN049286"	"4C"			"MLST.LISTERIA_MONOCYTOGENES.70"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958394"	"GCA_002444755.1"		"NYGC01000000"		"FDA"		"ILLUMINA MISEQ"	"100X"	"CLC NGS CELL V. VERSION 10"			15	2853813	38.2	2867	2838		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:DEPARTMENT OF HEALTH SCIENCES, UNIMI"	100	99.6	98.8			"GOOD"	"2017-11-23T03:06:23.907Z"	"2017-11-23T03:06:23.907Z"	
"1639.3097"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049270"		1639	"WGS"	"CFSAN049270"	"1/2B"							"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958378"	"GCA_002444775.1"		"NYGS01000000"		"FDA"		"ILLUMINA MISEQ"	"266X"	"CLC NGS CELL V. VERSION 10"			34	3008770	37.84	3047	3014		"BLOOD"		2013	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:DEPARTMENT OF HEALTH SCIENCES, UNIMI"	99.9	99.4	100			"GOOD"	"2017-11-23T03:06:56.527Z"	"2017-11-23T03:06:56.527Z"	
"1639.3098"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049237"		1639	"WGS"	"CFSAN049237"	"1/2A"			"MLST.LISTERIA_MONOCYTOGENES.101"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958340"	"GCA_002444995.1"		"NYHZ01000000"		"FDA"		"ILLUMINA MISEQ"	"406X"	"CLC NGS CELL V. VERSION 10"			26	3053071	37.84	3144	3112		"BLOOD"		2013	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.6	100			"GOOD"	"2017-11-23T02:58:38.500Z"	"2017-11-23T02:58:38.500Z"	
"1639.3099"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049236"		1639	"WGS"	"CFSAN049236"				"MLST.LISTERIA_MONOCYTOGENES.54"				"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958339"	"GCA_002445005.1"		"NYIA01000000"		"FDA"		"ILLUMINA MISEQ"	"546X"	"CLC NGS CELL V. VERSION 10"			24	2983091	37.83	3044	3004		"BLOOD"		2012	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	99.9	99.3	100			"GOOD"	"2017-11-23T02:59:53.438Z"	"2017-11-23T02:59:53.438Z"	
"1639.3100"	"LISTERIA MONOCYTOGENES STRAIN CFSAN049234"		1639	"WGS"	"CFSAN049234"								"2017-10-04T00:00:00Z"		"PRJNA304956"	"SAMN04958337"	"GCA_002445035.1"		"NYIC01000000"		"FDA"		"ILLUMINA MISEQ"	"203X"	"CLC NGS CELL V. VERSION 10"			14	2833214	37.93	2840	2820		"BLOOD"		2014	"ITALY"	"ITALY"						"HUMAN, HOMO SAPIENS"														"C"					"WHOLE GENOME SEQUENCING OF CULTURED LISTERIA MONOCYTOGENES AS PART OF THE US FOOD AND DRUG ADMINISTRATION SURVEILLANCE PROJECT FOR THE RAPID DETECTION OF FOODBORNE CONTAMINATION EVENTS."	"COLLECTED_BY:IZS TORINO AND DEPT. VET. SCIENCES, UNITO"	100	99.7	100	0.6		"GOOD"	"2017-11-23T02:58:43.305Z"	"2017-11-23T02:58:43.305Z"	
